   17 1  1  0  1 14  8 24 15.00 0 12.00 0       357519 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   5.70378247    .         2 0 1 1 0 0 0 1   300     .     . 0 0 0 0 0 36   . 6 1 1 1
   18 1  1  0  1 11 11 34  7.00 0 12.00 0       367470 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0    .            .         6 0 1 1 0 0 0 1     .     .     . 0 0 0 0 0 37 104 1 1 1 0
   19 1  1  0  1 12 12 34 12.00 0  8.00 0       367470 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   5.84643878   5.78716408 5 0 1 1 0 0 0 1   346   375     . 0 0 0 0 0 40  93 1 5 1 1
   20 1  1  0  1 14 14 29  9.94 1 12.00 0       496635 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   6.48920493   6.52464708 4 0 1 1 0 0 0 1   658   784   936 0 0 0 0 0 35 100 1 1 1 1
   22 1  1  0  1 10  9 26  8.00 0  8.00 0       367772 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.35437004   6.29798971 8 0 1 1 0 0 0 1   575   625   600 0 0 0 0 0 24  91 6 6 6 0
   24 1  1  0  1 10  9 27  9.94 1  8.00 0       367772 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1    .           6.57440859 9 0 1 1 0 0 0 1     .   824  1020 0 0 0 0 0 38  82 1 1 1 0
   25 1  1  0  1 12 12 32  8.00 0  8.00 0       355491 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.47543272    .         8 0 1 . 0 . . 1   649     .     . 1 1 0 . . 35  88 1 . . 0
   26 1  1  1  0 18 17 32 12.00 0 13.00 0       367470 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1   6.85012617   7.00622253 2 0 1 1 1 1 0 1   944  1269  1849 0 0 0 0 0 43   . 1 1 1 1
   29 1  1  1  0 18 15 34  9.94 1  8.00 0       408301 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1   6.41999493   6.70185353 9 0 1 1 0 0 0 1   614   936  1082 0 0 0 0 0 50 114 1 1 1 1
   30 1  1  1  0 15 14 32  5.00 0 14.00 0       367470 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1   6.58755001   6.60193875 6 0 0 0 0 0 0 1   726   847  1154 0 0 0 0 0 37 111 1 1 1 1
   31 0  1  1  0 12 11 28 14.00 0 12.00 0       380166 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1   6.40357420   5.80040931 2 0 1 1 0 0 0 1   604   380   425 0 0 0 0 0 44   . 1 5 5 1
   32 0  1  1  0 12 12 32 11.00 0 12.00 0       367470 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1   6.54103000   6.62412297 6 0 1 1 0 0 0 1   693   866  1000 0 0 0 0 0 44  95 1 1 1 1
   34 0  1  1  0 14 10 25  8.00 0 12.00 0       739134 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0    .            .         6 0 1 1 0 0 0 1     .     .     . 0 0 0 0 0 30  94 6 6 6 1
   35 0  1  1  0 18 15 34 14.00 0 13.00 0       367470 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1   7.24422752   6.43809942 1 0 0 0 0 0 0 1  1400   719   930 0 0 0 0 0 44 132 1 1 1 1
   36 0  1  1  0 12  8 26  7.00 0 12.00 0       367772 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1   5.70378247   5.43996788 6 0 1 1 0 0 0 1   300   265   450 0 0 0 0 0 27   . 6 6 6 1
   37 0  1  1  0 18 13 32 16.00 0 16.00 0       355491 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   7.49554194    .         1 0 1 . 0 . . 1  1800     .     . 1 1 0 . . 38 109 5 . . 1
   38 0  1  1  0 12 10 25 11.00 0 12.00 0       357519 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1   6.02344759   5.91232723 6 0 1 1 0 0 0 1   413   425   530 0 0 0 0 0 43 108 1 1 1 1
   39 0  1  1  0 14 12 29  9.94 1 16.00 0       496635 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1   6.44888939   6.44502945 4 0 0 0 0 0 0 0   632   724   921 0 0 0 0 0 45 102 1 1 1 1
   40 0  1  1  0 15 11 26 12.00 0 12.00 0       380166 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1    .           6.41131839 3 0 0 0 0 0 0 0     .   700   900 0 0 0 0 0 40 125 6 6 6 1
   47 1  1  1  0 12  9 25 12.00 0 12.00 0        90339 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   5.33753808    .         3 0 1 . 0 . . 1   208     .     . 1 1 0 . . 30 106 1 . . 1
   48 1  1  1  0 12 10 25  9.94 1 11.00 0       102031 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   6.12468339   6.04644668 9 1 1 1 0 0 . 1   457   486     . 0 1 0 1 . 40 104 6 6 . 1
   53 1  1  1  0 16  9 24 10.00 0 10.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.71417053    .         7 0 1 1 0 0 0 1   824     .  1319 0 0 0 0 0 24 119 1 1 1 1
   54 1  1  1  0 18 18 34  9.94 1 12.00 0       408301 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   6.35784227   6.86239401 4 0 1 1 0 0 . 1   577  1099     . 0 1 0 0 . 47 122 1 2 . 1
   55 1  1  1  0 11 11 28  6.00 0 10.00 0       380166 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0   5.54126355    .         8 0 1 . 0 . . 1   255     .     . 1 1 0 . . 32  90 1 . . 1
   62 1  1  1  0 16 13 30 12.00 0 12.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.86901445   7.04940580 3 0 1 1 0 0 0 1   962  1325  1792 0 0 0 0 0 47 118 1 1 1 1
   63 1  1  1  0 10 10 31  8.00 0  6.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.85012617   6.73029147 8 0 1 1 0 0 0 1   944   963   958 0 0 0 0 0 37 105 1 1 1 0
   64 1  1  1  0 18 16 34  8.00 0 11.00 0       367470 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   7.04403290   7.05392388 8 0 1 1 0 0 0 1  1146  1331  1548 0 0 1 1 1 43 115 1 1 1 1
   68 1  1  1  0 12 12 32  9.94 1  5.00 0       177101 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0    .            .         9 0 1 . 0 . . 1     .     .     . 1 1 0 . . 38  84 1 . . 0
   69 1  1  1  0 13 12 27  9.00 0 10.00 0       104596 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1    .           5.43996788 7 1 1 1 0 0 0 1     .   265     . 0 0 0 0 0 31  94 6 6 6 1
   77 1  1  1  0  6  6 27  2.00 0  6.00 0       104596 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   5.78074352   6.00870635 8 0 1 1 0 0 0 1   324   468   463 0 0 0 0 0 16   . 1 5 5 1
   79 1  1  1  0 11  9 24  6.00 0 12.00 0       102031 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   5.45958551    .         6 1 1 . 0 . . 1   235     .     . 1 1 0 . . 27  65 5 . . 1
   80 1  1  1  0 12 12 34 11.00 0 10.00 0       367470 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.90775528    .         7 0 1 . 0 . . 1  1000     .     . 1 1 0 . . 45 120 1 . . 0
   81 1  1  1  0  9  9 26  9.94 1 12.00 0       422407 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   6.17586727   6.05464345 4 0 1 1 0 0 0 1   481   490     . 0 0 0 0 0 31  86 4 4 4 1
   82 1  1  1  0 15 12 32 10.00 0 12.00 0        89826 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.43615037   6.64129568 6 0 1 1 0 0 0 1   624   881  1360 0 0 0 0 0 39 109 1 1 1 1
   83 1  1  1  0 11 11 34  8.00 0 10.00 0        89826 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.47697236   6.21808032 8 0 1 1 0 0 0 1   650   577   850 0 0 0 0 0 36  72 1 1 1 0
   87 1  1  1  0 12  8 24  9.94 1 10.00 0       102031 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   5.84064166   5.90049277 9 1 1 1 0 0 . 1   344   420     . 0 1 0 0 . 31   . 6 5 . 0
   90 1  1  1  0 16  9 24 12.00 0 10.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   5.94017125   6.18459702 5 0 1 1 1 1 1 1   380   558   803 0 0 0 0 1  .   . 6 6 6 0
   91 1  1  1  0 12 10 24 12.00 0 11.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   5.86646806   6.77794367 5 0 1 1 0 0 0 1   353  1010     . 0 0 0 0 0 25 101 1 1 1 1
   92 1  1  1  0 13 10 25  9.94 1 12.00 0       369567 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   6.49072353   6.51696458 4 0 1 1 0 0 0 1   659   778   830 0 0 0 0 0 29 105 6 1 1 1
   93 1  1  1  0 17 13 28 10.00 0 10.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.43133108   6.37198339 7 0 1 1 0 0 0 1   621   673  1106 0 0 1 0 0 48 136 1 1 1 1
   97 1  1  1  0 12 10 25 10.00 0 11.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.08677473    .         7 0 1 1 0 0 0 1   440     .     . 0 0 0 0 0 40 101 1 1 1 1
   98 1  1  1  0 12 11 26 12.00 0 10.00 0       104596 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.60394382   6.54484979 5 1 1 1 0 0 0 1   738   800  1106 0 0 0 0 0 34  96 6 6 1 1
   99 1  1  1  0 14  9 24 11.00 0 12.00 0       102031 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0    .            .         6 1 1 1 0 0 . 1     .     .     . 0 1 0 0 . 36 104 6 1 . 1
  102 1  1  1  0 11 10 31  5.00 0  5.00 0       158413 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   5.63478960   5.35329950 8 1 0 0 1 1 1 1   280   243   350 0 0 0 0 0 36   . 1 1 1 0
  104 1  1  1  0 13 11 26 12.00 0 12.00 0       104596 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1    .           5.56402053 3 1 1 1 0 0 0 1     .   300   310 0 0 0 0 0 35  95 6 6 6 1
  107 1  1  1  0 10  7 24  5.00 0 10.25 1       369567 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.07304453   6.26381226 9 0 1 1 0 0 0 1   434   604  1000 0 0 0 1 0 34   . 1 1 1 1
  108 1  1  1  0 12 11 27  9.94 1  8.00 0       380166 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   6.55819780   6.63102748 9 0 1 1 0 0 0 1   705   872   471 0 0 0 0 0 34 101 1 1 1 1
  110 1  1  1  0 12 12 27 10.00 0 12.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.05208917   6.44087719 6 0 1 1 0 0 0 1   425   721  1000 0 0 0 0 0 32  91 1 1 1 1
  111 1  1  1  0 12  9 24  9.94 1  4.00 0       369567 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   6.34738921   6.48031126 9 0 1 1 0 0 0 1   571   750   467 0 0 0 0 0 35   . 1 1 1 1
  112 1  1  1  0 16 14 30 12.00 0 12.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.28785856    .         3 0 1 . 0 . . 1   538     .     . 1 1 0 . . 52 115 6 . . 1
  114 1  1  1  0 14 12 27  9.94 1 12.00 0       380166 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1    .           6.83565199 4 0 1 1 0 0 0 1     .  1070  1275 0 0 0 0 0 37 123 1 1 1 1
  115 1  1  1  0 16 14 32 12.00 0 12.00 0       408301 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.60665019   6.92755791 3 0 1 1 0 0 0 1   740  1173  1615 0 0 0 0 0 49 113 1 1 1 1
  116 1  1  1  0 13 12 32 10.00 0 12.00 0       367470 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.51174533   6.70398801 6 0 1 1 0 0 0 1   673   938  1202 0 0 1 1 1 43 123 1 1 1 1
  119 1  1  1  0 12 12 34 10.00 0 10.00 0        89826 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.64509097    .         7 0 1 1 0 1 0 1   769 17628   873 0 0 0 0 0 36  95 1 1 1 1
  121 1  1  1  0 12  9 24 10.00 0 10.00 0        90339 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.38350663    .         7 0 1 1 0 0 . 1   592     .     . 0 1 0 0 . 26 102 1 1 . 1
  125 1  1  1  0  9  8 24 12.00 0 11.00 0       102031 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   5.36129217   5.38169898 5 1 1 1 0 0 0 1   213   250   169 0 0 0 0 0 15   . 6 6 6 1
  127 1  1  1  0 16 16 34 12.00 0 12.00 0       367470 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   7.35436233   7.42187980 3 0 1 1 0 0 0 1  1563  1923  2137 0 0 0 0 0 50 145 1 1 1 1
  129 1  1  1  0 16 13 28 11.00 0 11.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.65157187   6.72925251 7 0 1 1 0 0 0 1   774   962  1053 0 0 0 0 0 35 114 1 1 1 1
  131 1  1  1  0 12 10 26  8.00 0  9.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.39692966   6.77794367 8 0 1 1 1 1 1 1   600  1010   933 0 0 0 0 0 35 113 1 1 1 0
  132 1  1  1  0 16 10 25 16.00 0 16.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1    .           6.91122750 1 0 1 1 0 0 0 1     .  1154  1603 0 0 0 0 0 32 124 1 1 1 1
  133 1  1  1  0 18  8 24 16.00 0 16.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.54103000   6.66706742 1 0 1 1 0 0 0 1   693   904  1432 0 0 0 0 0 24   . 6 6 6 1
  134 1  1  1  0 16 13 29 18.00 0 12.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0    .            .         2 0 1 1 0 0 0 1     .     .     . 0 0 0 0 0 34   . 1 1 1 1
  135 1  1  1  0 13 12 31  8.00 0 12.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.34563636   6.48031126 6 0 1 1 0 0 0 1   570   750  1188 0 0 0 0 0 40  93 5 4 1 1
  136 1  1  1  0 14 11 28 12.00 0 12.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.07073773   6.33412875 3 0 1 1 0 0 0 1   433   648     . 0 0 0 0 0 38   . 5 4 1 1
  137 1  1  1  0 15 13 28 12.00 0 12.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.28785856   6.47764104 3 0 1 1 0 0 0 1   538   748   846 0 0 0 1 1 37 119 2 1 1 0
  138 1  1  1  0 12 10 25 12.00 0  9.00 0       369567 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.44094654    .         5 0 1 1 0 0 0 1   627     .     . 0 0 0 0 0 35 108 6 6 6 1
  139 1  1  1  0  8  8 31 12.00 0 11.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.17586727    .         5 0 1 1 0 0 0 1   481     .     . 0 0 0 0 0 35   . 1 1 1 1
  141 1  1  1  0 12 10 26  6.00 0 11.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.30078579    .         8 0 1 1 0 0 0 1   545     .   800 0 0 0 0 0 26  72 1 1 1 1
  142 1  1  1  0 12  9 25 12.00 0  9.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.35610766   6.37790933 5 0 1 1 0 0 0 1   576   677   417 0 0 0 0 0 34  86 1 1 1 1
  144 1  1  1  0 16 10 25 14.00 0 12.00 0        90339 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.55108034    .         2 0 1 1 0 0 0 1   700     .     . 0 0 0 0 0 42 123 1 4 4 1
  147 1  1  1  0 16 13 28 12.00 0 12.00 0       367772 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.66949809   6.70824333 3 0 1 1 0 0 1 1   788   942  1322 0 0 0 1 1 38 103 1 1 1 1
  148 1  1  1  0 17 12 27 12.00 0 12.00 0       367772 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.91968385   6.96273741 3 0 1 1 0 0 0 1  1012  1215  1619 0 0 0 1 0 42 101 1 1 1 1
  149 1  1  1  0 12  8 24 12.00 0 10.00 0       357519 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.63068339   6.66817300 5 0 1 1 0 0 0 1   758   905  1108 0 0 0 0 0 30   . 1 1 1 1
  150 1  1  1  0 14 12 29 12.00 0 16.00 0       480445 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.39859493   6.37198339 2 0 1 1 0 0 . 1   601   673     . 0 1 1 1 . 41 105 6 1 . 1
  151 1  1  1  0 12  8 24  9.94 1 12.00 0       357519 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   5.64544690   6.68134553 4 0 1 1 0 0 0 1   283   917  1000 0 0 0 0 0 34   . 6 6 6 1
  153 1  1  1  0 12 10 26 12.00 0 12.00 0       408636 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0    .            .         3 0 1 1 0 0 0 1     .     .     . 0 0 0 0 0 47   . 1 1 1 1
  154 1  1  1  0 12  8 24 12.00 0 12.00 0       397244 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1   5.52146092   6.07484616 3 0 1 1 0 0 0 1   250   500     . 0 0 0 0 0 29   . 6 1 1 1
  155 1  1  1  0 13 12 27 10.00 0 12.00 0       367772 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1    .           5.85170260 6 0 1 1 0 0 0 1     .   400     . 0 0 1 1 0 24  95 6 6 6 1
  156 1  1  1  0 12 10 26 10.00 0 12.00 0       367772 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.21460810   6.66263282 6 0 1 1 0 0 0 1   500   900   850 0 0 0 0 0 33  95 1 1 1 1
  157 1  1  1  0 11 10 31  8.00 0  6.00 0       480445 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.30991828    .         8 0 1 1 0 0 0 1   550     .  1120 0 0 0 0 0 41  98 1 1 1 1
  158 1  1  1  0 12  9 25  8.00 0  6.00 0       357519 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   7.04141166   6.25716771 8 0 1 1 0 0 0 1  1143   600   700 0 0 0 0 0 27   . 1 1 1 1
  159 1  1  1  0 18 16 31  8.00 0  8.00 0       480445 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.69703425   6.86874324 8 0 1 1 1 1 1 1   810  1106   800 0 0 0 0 0 39 115 4 1 1 0
  164 1  1  1  0 12 11 28  9.94 1  9.00 0       104596 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   5.74620319   5.53699186 9 1 1 1 0 0 . 1   313   292     . 0 1 0 0 . 20  60 6 6 . 1
  166 1  1  1  0 18 10 25  9.94 1  4.00 0       369567 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   6.59441346   6.64582570 9 0 1 1 0 0 0 1   731   885  1524 0 0 0 1 0 36 135 1 1 1 1
  168 1  1  1  0 16  9 25  9.00 0 10.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.43775165   6.27533502 7 0 1 1 0 0 0 1   625   611   953 0 0 1 0 0 35 132 1 1 1 1
  169 1  1  1  0 14  9 24 16.00 0 12.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.37672695   6.37495075 2 0 1 1 0 0 0 1   588   675  1000 0 0 1 0 0 33 106 1 1 1 1
  170 1  1  1  0 14 11 26 12.00 0 12.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   5.92692603   6.66263282 3 0 1 1 0 0 0 1   375   900  1150 0 0 1 1 0 28 113 1 1 1 1
  173 1  1  1  0 16 13 29 14.00 0 11.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.70563909    .         5 0 1 . 1 . . 0   817     .     . 1 1 0 . . 43 102 6 . . 1
  174 1  1  1  0 12 10 26  4.00 0  3.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0    .            .         8 0 1 . 0 . . 1     .     .     . 1 1 0 . . 35 100 2 . . 1
  175 1  1  1  0 14 14 30 15.00 0 12.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.76272951    .         2 0 1 . 0 . . 1   865     .     . 1 1 0 . . 32  91 1 . . 1
  176 1  1  1  0 15 12 28 12.00 0 12.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   5.85793315   6.17015634 3 0 1 1 1 1 1 0   350   550   962 0 0 0 0 0 30 104 1 1 1 1
  177 1  1  1  0 13  8 24 12.00 0 12.00 0       369567 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   5.30826770   5.99580295 3 0 1 1 1 1 1 1   202   462   641 0 0 0 0 0 22   . 1 1 1 1
  178 1  1  1  0 13 13 32 16.00 0 16.00 0       367470 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1   6.22455843   6.31386306 1 0 1 1 1 1 . 1   505   635     . 0 1 0 0 . 43  97 1 1 . 1
  179 1  1  1  0 17 15 30 12.00 0 13.00 0       480445 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.70441435   6.74574773 2 0 1 1 0 0 0 1   816   978  1417 0 0 0 0 0 41 125 1 1 1 1
  181 1  1  1  0 18 11 26 14.00 0 12.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   6.43775165    .         2 0 1 . 0 . . 1   625     .     . 1 1 0 . . 41 123 6 . . 1
  182 1  1  1  0 18 17 32 16.00 0 16.00 0       367470 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.64509097   6.49355649 1 0 1 1 0 0 0 0   769   760   635 0 0 0 0 0 35 128 6 6 6 1
  183 1  1  1  0 17 11 27 16.00 0 17.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.21460810   6.07484616 1 0 1 1 0 0 0 1   500   500   667 0 0 1 0 0 38 133 6 1 4 1
  188 1  1  1  0 17 12 27 12.00 0  8.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.42810527   6.72925251 5 0 1 1 0 0 0 0   619   962     . 0 0 1 1 1 32 114 1 1 1 1
  192 1  1  1  0 12 12 30  9.94 1  8.00 0       480445 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1   6.47697236   6.41131839 9 0 1 1 0 0 0 1   650   700  1000 0 0 0 0 0 40 103 1 1 1 1
  194 0  1  1  0 18 13 28 10.00 0 12.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.64509097   6.69649733 6 0 1 1 0 0 0 1   769   931  1012 0 0 0 0 0 36 130 1 1 1 1
  195 0  1  1  0 12 10 26 10.00 0 12.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.23832463   6.66374332 6 0 1 1 0 0 0 1   512   901  1010 0 0 0 0 0 33  97 1 1 1 1
  196 0  1  1  0 18 15 31 12.00 0 13.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.43775165   6.63446194 2 0 1 1 0 0 0 1   625   875  1202 0 0 0 0 0 46 132 1 1 1 1
  197 0  1  1  0 14 14 31 12.00 0 12.00 0       496635 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   7.01301579    .         3 0 1 1 0 0 0 1  1111     .  1423 0 0 0 0 0 41  98 1 1 5 1
  198 0  1  1  0 13 13 28 12.00 0 12.00 0       380166 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1   6.58063914   6.75794300 3 0 1 1 0 1 1 1   721   990  2667 0 0 0 0 0 41 108 1 1 1 1
  199 0  1  1  0 14 13 32 13.00 0 12.00 0       367470 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0   7.05098945    .         2 0 1 1 0 0 0 1  1154     .     . 0 0 0 0 0 44 107 1 1 1 1
